accession	status	filename	bytes_expected	local_path	gcs_path	study_url	url	file_type	note
SCP1570	manual_needed	HH5_expression_matrix.mtx.gz		~/Downloads/scp_manual/SCP1570/HH5_expression_matrix.mtx.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH5_expression_matrix.mtx.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH5_expression_matrix.mtx.gz	MM Coordinate Matrix	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH5_genes.tsv.gz		~/Downloads/scp_manual/SCP1570/HH5_genes.tsv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH5_genes.tsv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH5_genes.tsv.gz	10X Genes File	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH5_barcodes.tsv.gz		~/Downloads/scp_manual/SCP1570/HH5_barcodes.tsv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH5_barcodes.tsv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH5_barcodes.tsv.gz	10X Barcodes File	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH4-cluster.tsv		~/Downloads/scp_manual/SCP1570/HH4-cluster.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH4-cluster.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH4-cluster.tsv	Cluster	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH5-cluster_new.tsv		~/Downloads/scp_manual/SCP1570/HH5-cluster_new.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH5-cluster_new.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH5-cluster_new.tsv	Cluster	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH6-cluster.tsv		~/Downloads/scp_manual/SCP1570/HH6-cluster.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH6-cluster.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH6-cluster.tsv	Cluster	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH7-cluster.tsv		~/Downloads/scp_manual/SCP1570/HH7-cluster.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH7-cluster.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH7-cluster.tsv	Cluster	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH4_expression_matrix.mtx.gz		~/Downloads/scp_manual/SCP1570/HH4_expression_matrix.mtx.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH4_expression_matrix.mtx.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH4_expression_matrix.mtx.gz	MM Coordinate Matrix	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH4_genes.tsv.gz		~/Downloads/scp_manual/SCP1570/HH4_genes.tsv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH4_genes.tsv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH4_genes.tsv.gz	10X Genes File	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	HH4_barcodes_prefix.txt		~/Downloads/scp_manual/SCP1570/HH4_barcodes_prefix.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/HH4_barcodes_prefix.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=HH4_barcodes_prefix.txt	10X Barcodes File	recommended core HH4-HH7 full-stage family; inspect after download
SCP1570	manual_needed	Metadata_ALL_withSubClusters_plus_CombinedData_new39_modif_noRNA.txt		~/Downloads/scp_manual/SCP1570/Metadata_ALL_withSubClusters_plus_CombinedData_new39_modif_noRNA.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1570/Metadata_ALL_withSubClusters_plus_CombinedData_new39_modif_noRNA.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP1570	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1570/download?filename=Metadata_ALL_withSubClusters_plus_CombinedData_new39_modif_noRNA.txt	Metadata	recommended core HH4-HH7 full-stage family; inspect after download
SCP1846	manual_needed	PtenAll_count_mat.mtx		~/Downloads/scp_manual/SCP1846/PtenAll_count_mat.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/PtenAll_count_mat.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=PtenAll_count_mat.mtx	MM Coordinate Matrix	
SCP1846	manual_needed	PtenAll_count_mat_gene_names.csv		~/Downloads/scp_manual/SCP1846/PtenAll_count_mat_gene_names.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/PtenAll_count_mat_gene_names.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=PtenAll_count_mat_gene_names.csv	10X Genes File	
SCP1846	manual_needed	PtenAll_count_mat_cell_names.csv		~/Downloads/scp_manual/SCP1846/PtenAll_count_mat_cell_names.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/PtenAll_count_mat_cell_names.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=PtenAll_count_mat_cell_names.csv	10X Barcodes File	
SCP1846	manual_needed	SCP_clusterfile.txt		~/Downloads/scp_manual/SCP1846/SCP_clusterfile.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/SCP_clusterfile.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=SCP_clusterfile.txt	Cluster	RGC types
SCP1846	manual_needed	SCP_meta_202206.csv		~/Downloads/scp_manual/SCP1846/SCP_meta_202206.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/SCP_meta_202206.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=SCP_meta_202206.csv	Metadata	
SCP1846	manual_needed	PtenAll_data.mtx		~/Downloads/scp_manual/SCP1846/PtenAll_data.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/PtenAll_data.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=PtenAll_data.mtx	MM Coordinate Matrix	Expression data
SCP1846	manual_needed	PtenAll_data_gene_names.csv		~/Downloads/scp_manual/SCP1846/PtenAll_data_gene_names.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/PtenAll_data_gene_names.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=PtenAll_data_gene_names.csv	10X Genes File	
SCP1846	manual_needed	PtenAll_data_cell_names.csv		~/Downloads/scp_manual/SCP1846/PtenAll_data_cell_names.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1846/PtenAll_data_cell_names.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1846/download?filename=PtenAll_data_cell_names.csv	10X Barcodes File	
SCP1549	manual_needed	220629_bfx1987_counts_1_.csv.gz	16706916	~/Downloads/scp_manual/SCP1549/220629_bfx1987_counts_1_.csv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1549/220629_bfx1987_counts_1_.csv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1549	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1549/download?filename=220629_bfx1987_counts_1_.csv.gz	expression/metadata planned minimal T32	
SCP1549	manual_needed	220629_bfx1987_log2cpm.csv.gz	80733371	~/Downloads/scp_manual/SCP1549/220629_bfx1987_log2cpm.csv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1549/220629_bfx1987_log2cpm.csv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1549	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1549/download?filename=220629_bfx1987_log2cpm.csv.gz	expression/metadata planned minimal T32	
SCP1549	manual_needed	bfx1537_meta_v2.csv	2655601	~/Downloads/scp_manual/SCP1549/bfx1537_meta_v2.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1549/bfx1537_meta_v2.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1549	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1549/download?filename=bfx1537_meta_v2.csv	expression/metadata planned minimal T32	
SCP1674	manual_needed	bfx1543_counts.csv.gz	11856731	~/Downloads/scp_manual/SCP1674/bfx1543_counts.csv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1674/bfx1543_counts.csv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1674	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1674/download?filename=bfx1543_counts.csv.gz	expression/metadata planned minimal T32	
SCP1674	manual_needed	bfx1543_normalised.csv.gz	57894546	~/Downloads/scp_manual/SCP1674/bfx1543_normalised.csv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1674/bfx1543_normalised.csv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1674	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1674/download?filename=bfx1543_normalised.csv.gz	expression/metadata planned minimal T32	
SCP1674	manual_needed	211209_bfx1543_meta.csv	1177167	~/Downloads/scp_manual/SCP1674/211209_bfx1543_meta.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1674/211209_bfx1543_meta.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1674	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1674/download?filename=211209_bfx1543_meta.csv	expression/metadata planned minimal T32	
SCP1973	manual_needed	220909_bfx1544_counts.csv.gz	20085253	~/Downloads/scp_manual/SCP1973/220909_bfx1544_counts.csv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1973/220909_bfx1544_counts.csv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1973	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1973/download?filename=220909_bfx1544_counts.csv.gz	expression/metadata planned minimal T32	
SCP1973	manual_needed	220909_bfx1544_lognorm.csv.gz	181731424	~/Downloads/scp_manual/SCP1973/220909_bfx1544_lognorm.csv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1973/220909_bfx1544_lognorm.csv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP1973	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1973/download?filename=220909_bfx1544_lognorm.csv.gz	expression/metadata planned minimal T32	
SCP1973	manual_needed	220929_bfx1544_meta.csv	2052747	~/Downloads/scp_manual/SCP1973/220929_bfx1544_meta.csv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1973/220929_bfx1544_meta.csv	https://singlecell.broadinstitute.org/single_cell/study/SCP1973	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1973/download?filename=220929_bfx1544_meta.csv	expression/metadata planned minimal T32	
SCP1467	already_staged_gcs	Expression_Heart_only.tsv		~/Downloads/scp_manual/SCP1467/Expression_Heart_only.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1467/Expression_Heart_only.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP1467	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1467/download?filename=Expression_Heart_only.tsv		Already staged at gs://scperturb/pert-gym/staging/browser_auth_scp/2026-06-22/SCP1467/
SCP1467	already_staged_gcs	Heart_counts.tsv		~/Downloads/scp_manual/SCP1467/Heart_counts.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1467/Heart_counts.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP1467	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1467/download?filename=Heart_counts.tsv		Already staged at gs://scperturb/pert-gym/staging/browser_auth_scp/2026-06-22/SCP1467/
SCP1467	already_staged_gcs	Heartmetadata.tsv		~/Downloads/scp_manual/SCP1467/Heartmetadata.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1467/Heartmetadata.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP1467	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1467/download?filename=Heartmetadata.tsv		Already staged at gs://scperturb/pert-gym/staging/browser_auth_scp/2026-06-22/SCP1467/
SCP1467	manual_needed_optional	HeartCluster.txt		~/Downloads/scp_manual/SCP1467/HeartCluster.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP1467/HeartCluster.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP1467	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP1467/download?filename=HeartCluster.txt		small cluster file left unstaged due Chrome instability; useful but not required for X/metadata
SCP3301	manual_needed	WTintegrated_processed_matrix.txt.gz	608826059	~/Downloads/scp_manual/SCP3301/WTintegrated_processed_matrix.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP3301/WTintegrated_processed_matrix.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP3301	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP3301/download?filename=WTintegrated_processed_matrix.txt.gz	MM Coordinate Matrix	recommended processed family; avoid downloading raw+processed duplicate unless explicitly needed
SCP3301	manual_needed	WTintegrated_processed_genes.tsv.gz	167038	~/Downloads/scp_manual/SCP3301/WTintegrated_processed_genes.tsv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP3301/WTintegrated_processed_genes.tsv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP3301	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP3301/download?filename=WTintegrated_processed_genes.tsv.gz	10X Genes File	recommended processed family; avoid downloading raw+processed duplicate unless explicitly needed
SCP3301	manual_needed	WTintegrated_processed_barcodes.tsv.gz	572366	~/Downloads/scp_manual/SCP3301/WTintegrated_processed_barcodes.tsv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP3301/WTintegrated_processed_barcodes.tsv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP3301	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP3301/download?filename=WTintegrated_processed_barcodes.tsv.gz	10X Barcodes File	recommended processed family; avoid downloading raw+processed duplicate unless explicitly needed
SCP3301	manual_needed	WTintegrated_addendum_clustering.txt.gz	3375784	~/Downloads/scp_manual/SCP3301/WTintegrated_addendum_clustering.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP3301/WTintegrated_addendum_clustering.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP3301	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP3301/download?filename=WTintegrated_addendum_clustering.txt.gz	Cluster	recommended processed family; avoid downloading raw+processed duplicate unless explicitly needed
SCP3301	manual_needed	WTintegrated_addendum_metadata_convention.txt.gz	3190665	~/Downloads/scp_manual/SCP3301/WTintegrated_addendum_metadata_convention.txt.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP3301/WTintegrated_addendum_metadata_convention.txt.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP3301	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP3301/download?filename=WTintegrated_addendum_metadata_convention.txt.gz	Metadata	recommended processed family; avoid downloading raw+processed duplicate unless explicitly needed
SCP211	manual_needed	2019_kidney_organoids_humanadult_ge.tsv.gz	253356316	~/Downloads/scp_manual/SCP211/2019_kidney_organoids_humanadult_ge.tsv.gz	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/2019_kidney_organoids_humanadult_ge.tsv.gz	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=2019_kidney_organoids_humanadult_ge.tsv.gz	Expression Matrix	Human_kidney_organoid_scRNAseq
SCP211	manual_needed	day29.integrated_organoids_metadata.txt	14973887	~/Downloads/scp_manual/SCP211/day29.integrated_organoids_metadata.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/day29.integrated_organoids_metadata.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=day29.integrated_organoids_metadata.txt	Cluster	Putative_Cell_Types
SCP211	manual_needed	2019_kidney_organoids_humanadult_cluster.tsv	1506475	~/Downloads/scp_manual/SCP211/2019_kidney_organoids_humanadult_cluster.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/2019_kidney_organoids_humanadult_cluster.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=2019_kidney_organoids_humanadult_cluster.tsv	Cluster	Putative_Cell_Types
SCP211	manual_needed	2019_kidney_organoids_humanadult_metadata.tsv	1066302	~/Downloads/scp_manual/SCP211/2019_kidney_organoids_humanadult_metadata.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/2019_kidney_organoids_humanadult_metadata.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=2019_kidney_organoids_humanadult_metadata.tsv	Metadata	Human Adult Kidney File
SCP211	manual_needed	day15.integrated_organoids_metadata.txt	20094720	~/Downloads/scp_manual/SCP211/day15.integrated_organoids_metadata.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/day15.integrated_organoids_metadata.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=day15.integrated_organoids_metadata.txt	Cluster	Putative_Cell_Types
SCP211	manual_needed	day7.integrated_organoids_metadata.txt	4048339	~/Downloads/scp_manual/SCP211/day7.integrated_organoids_metadata.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/day7.integrated_organoids_metadata.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=day7.integrated_organoids_metadata.txt	Cluster	Putative_Cell_Types
SCP211	manual_needed	day0.integrated_iPSC_metadata.txt	3480561	~/Downloads/scp_manual/SCP211/day0.integrated_iPSC_metadata.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/day0.integrated_iPSC_metadata.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=day0.integrated_iPSC_metadata.txt	Cluster	Putative_Cell_Types
SCP211	manual_needed	day32.integrated_organoids_metadata.txt	2612889	~/Downloads/scp_manual/SCP211/day32.integrated_organoids_metadata.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/day32.integrated_organoids_metadata.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=day32.integrated_organoids_metadata.txt	Cluster	Putative_Cell_Types
SCP211	manual_needed	d51_control_organoids_metadata.txt	310132	~/Downloads/scp_manual/SCP211/d51_control_organoids_metadata.txt	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d51_control_organoids_metadata.txt	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d51_control_organoids_metadata.txt	Cluster	Putative_Cell_Types
SCP211	manual_needed	gene_sorted-2020-06-05.ma51_control_organoids.mtx	131448493	~/Downloads/scp_manual/SCP211/gene_sorted-2020-06-05.ma51_control_organoids.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/gene_sorted-2020-06-05.ma51_control_organoids.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=gene_sorted-2020-06-05.ma51_control_organoids.mtx	MM Coordinate Matrix	Human iPSC-derived Kidney Organoid Day 51
SCP211	manual_needed	d51_genes.tsv	627736	~/Downloads/scp_manual/SCP211/d51_genes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d51_genes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d51_genes.tsv	10X Genes File	Human iPSC-derived Kidney Organoid Day 51 genes.tsv
SCP211	manual_needed	d51_barcodes.tsv	92327	~/Downloads/scp_manual/SCP211/d51_barcodes.tsv	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/d51_barcodes.tsv	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=d51_barcodes.tsv	10X Barcodes File	Human iPSC-derived Kidney Organoid Day 51 barcodes.tsv
SCP211	manual_needed	gene_sorted-2020-06-05.d0_organoids.mtx	1995091905	~/Downloads/scp_manual/SCP211/gene_sorted-2020-06-05.d0_organoids.mtx	gs://scperturb/pert-gym/staging/manual_scp/2026-06-23/SCP211/gene_sorted-2020-06-05.d0_organoids.mtx	https://singlecell.broadinstitute.org/single_cell/study/SCP211	https://singlecell.broadinstitute.org/single_cell/api/v1/site/studies/SCP211/download?filename=gene_sorted-2020-06-05.d0_organoids.mtx	MM Coordinate Matrix	Human Kidney iPSC
