dataset_name,storage_membership,in_raw,raw_objects,raw_bytes,raw_size,in_cleaned,cleaned_objects,cleaned_bytes,cleaned_size,in_lamindb,lamin_artifacts,lamin_bytes,lamin_size,lamin_dataset_id,scientific_dataset_id,lamin_classification,lamin_collection_membership,lamin_artifact_uids,lamin_inventory_evidence,lamin_branch_scope,in_canonical_lamindb,lamin_catalog_status,x_present,obs_present,var_present,chunking_status,structurally_done,obs_done,var_done,completely_done,completion_status,scientific_review_evidence
temporal_pretraining/human_fetal_lung_gradients,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,24,0,unknown,temporal_pretraining/human_fetal_lung_gradients,temporal_pretraining/human_fetal_lung_gradients,added_dataset,,RSuP2UbveBiCjfRa0000 | hu9w9Edfg3f18YGV0000 | Ibi1N4s2YQjILo0P0000 | Huc9XyVkVHPLq7Yc0000 | n2jN1aS10MK1PDZG0000 | mIjykdmcryQhW6zA0000 | Edi2wtiod2XCQJzH0000 | r1XtLL7HReM11F0X0000 | 0zELX6xCcl9hmwlz0000 | bj7NSkjbfntktzgz0000 | 0IeTXJho085xHuAv0000 | RLXq8FBasN1LWTB30000 | OwjDwoEDgfAcfTCg0000 | l0tZ2zwCxCMVaPAo0000 | lsHUwSOPDtoWIorS0000 | mDmuBuv6Sf9qs7sl0000 | hXrcJqLA13hTa6tV0000 | 7YXsAyaxNK4xkG7f0000 | Ie6IbrEfG0CJcShy0000 | R9NClzWNDdXpThtP0000 | gQmffc7VC42ZFGCu0000 | h9sKCkXhXW4Vn37q0000 | Ya6BhhVjaw2Ze2o80000 | PSATMuxkHDZJ6kGO0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/human_gastrulation,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,temporal_pretraining/human_gastrulation,temporal_pretraining/human_gastrulation,added_dataset,,KDgiB6eRjB67CKSV0000 | HWrOqS7CSV67uAtW0000 | 2xjndYmEeruJnV4k0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/human_outflow_tract_aortic_valve_derivatives,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,1,0,unknown,temporal_pretraining/human_outflow_tract_aortic_valve_derivatives,temporal_pretraining/human_outflow_tract_aortic_valve_derivatives,branch_revision,,oFonPYVjcqN5cTiV0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,main_and_jkobject_with_jkobject_revision,False,working_or_historical_not_in_canonical_cleaned_layout,False,True,False,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/human_thymic_development,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,temporal_pretraining/human_thymic_development,temporal_pretraining/human_thymic_development,added_dataset,,w0rZfQuaLXE2forU0000 | dox0EJWmkXP4KaAd0000 | qzFg0rBmjIdBGOrK0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/mammalian_cerebellum_development,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,temporal_pretraining/mammalian_cerebellum_development,temporal_pretraining/mammalian_cerebellum_development,added_dataset,,LwVWKPRjQQMdfUtN0000 | RTN9eS1EVOflF1Nr0000 | 869e3tMN2wefOf4E0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/metabolic_labeling/nasc_seq,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,12,0,unknown,temporal_pretraining/metabolic_labeling/nasc_seq,temporal_pretraining/metabolic_labeling/nasc_seq,added_dataset,,3ikbCmaeKJ2ea7GI0000 | LvSiDKctx5qozpF50000 | svdB9akHln8xcyas0000 | MsZdgP6MQjJUbIbD0000 | wkbJMjuK4ll4DZ3B0000 | O1D4Ky63W7BcwTaq0000 | aloGfJKSg9hvCb330000 | x8Zg5yPx4lPOU4gv0000 | 5NNBShEl2Pzzm7Za0000 | aqCbLn4tgAngZvYc0000 | Pxb9wFAl6ECZSTJZ0000 | P3PzT5OiiZBYDIAf0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/metabolic_labeling/scnt_seq,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,57,0,unknown,temporal_pretraining/metabolic_labeling/scnt_seq,temporal_pretraining/metabolic_labeling/scnt_seq,added_dataset,,HItrroUsIjkGSg7f0000 | WNYpOCGZgOnT8H9Z0000 | 7En2yuJ2vaStWWqm0000 | iNkaRs27JCCggL2R0000 | bVDi56YNnt5wpfm40000 | fxvDNLMF4BUk3qyg0000 | JeGzX0x3b3Kbr2Ni0000 | yVANHDSPD63gjOzz0000 | BLEz3p1Tox8GE6P70000 | bC3YZrcGX2jaaAdV0000 | z74VMrwF8W0N3z4A0000 | CDHvIEMtx1nS18tH0000 | yJaSfcRG0C7VdKcy0000 | 0c0v3qj180tQ2oXB0000 | WpMB4zXtvyCjnRcs0000 | O3jHMu17vPzZbWOu0000 | TPgDcsIJjZZjzNS50000 | 4ny0hrmNnssY4o3x0000 | yEjIbks36JtVwrOZ0000 | eQs2vBWqkNoNQtfX0000 | JXcet59KxfnsruDV0000 | CwHG5dN0Vd0Ocikk0000 | ux9U8NcScd8FjnhM0000 | HnXEdIfA8mZbzXFL0000 | c6biMAta5tsRkVhf0000 | fV9LSOFICdPF1fmD0000 | jkJYAhWgkeoLCA5m0000 | 8ml1mFYVmERdl9bj0000 | vZLHRZdynHwPxaau0000 | Knb8WrifmHLAzJIv0000 | va0AO3KkAhlsHkmn0000 | SKYZvWWzcJVRsX9v0000 | M3JPJGROttOeUa2S0000 | vefQg8OYKKQFHLUe0000 | bskosgWtwFHvInez0000 | 8UqlbBepZ1mrRmBS0000 | pwAKF2kW50SKZj3D0000 | lHAr0RI8QdFJp6gw0000 | m4QSAf5M7lmtz9vH0000 | fsbJffUB5bOdGwIj0000 | acXgU4NDJeBOsoBH0000 | uBgMrJop4fYtrKrs0000 | K3QYHofAQKjmXGYH0000 | ViaJMCR5F1zmjv4g0000 | r2TLy8kehRbBBGQJ0000 | cmIjjgy3Pj8rK5qn0000 | MiS048zqINe9zBmx0000 | SZ1jGOSReE8dxcF20000 | 4uK0REvCB2Py36GX0000 | Hjzte7eQ1YTntCAV0000 | fTq8mB3sJ1x2RNq80000 | RjDPqx7UZd90Xmfd0000 | 6b319pQ9BMm3qlDD0000 | zUK38TBn7zs9biVj0000 | NHieX6QKU6Ij5QGl0000 | 3x5Xa2Zeer8IDDHg0000 | T7xqTy20jNhReFdM0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/mosta_stds0000058,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,24,0,unknown,temporal_pretraining/mosta_stds0000058,temporal_pretraining/mosta_stds0000058,added_dataset,,edQ76QZZ8C4UVQ7q0000 | TZvVi6OamLhUYUuQ0000 | tkwGlZWnMvKr3qEj0000 | FtK1s2O5bUmmMUJC0000 | eLC1rjTu7uxIaGFt0000 | YuKlaWhOcS7vwTwa0000 | TDMf5slcJuR2svCQ0000 | FLQxm3Ahgx2fpiKp0000 | DWjt9cGaESIJjKuh0000 | 83ST1o3FjATQyx3n0000 | emXUGZpzB1nxYtnv0000 | 5axZa38q1TB2bvr70000 | 5l27yETP6iI6qiOU0000 | Tveh18UchAgDqNnr0000 | bb2X4V5JYBtFiVsk0000 | 9XsEDotvfomvBc3B0000 | hlEWHu7uXIZPDPdh0000 | 8RJg42M2hwGJDgxO0000 | k5axNqVYdyscv6xa0000 | xquTNVuqtXNbeHT80000 | oYnocf1FimUGXqVl0000 | HeKtpL5EB8dAjRok0000 | VFtkxVlhjYncxgzS0000 | a8vXS7wbARy4VN0K0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/mouse_blastomeres,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,temporal_pretraining/mouse_blastomeres,temporal_pretraining/mouse_blastomeres,added_dataset,,duOVW2r6LWGAnfGm0000 | MX8yF6teCjVQnAlU0000 | OriMP3AqAgB3Q7YE0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/mouse_embryonic_timelapse_gastrula_to_pup,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,temporal_pretraining/mouse_embryonic_timelapse_gastrula_to_pup,temporal_pretraining/mouse_embryonic_timelapse_gastrula_to_pup,added_dataset,,axBjwoTzDugHz8DR0000 | WWfASVr3ixJrWqYi0000 | ZpVjNaZqyjSLkKcr0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
temporal_pretraining/mouse_fibrotic_lung_gse296916,Lamin catalog working/historical,False,0,0,0 B,False,0,0,0 B,True,3,0,unknown,temporal_pretraining/mouse_fibrotic_lung_gse296916,temporal_pretraining/mouse_fibrotic_lung_gse296916,added_dataset,,cUVusbXEI5smtWtd0000 | BBUTFou08jPecAKU0000 | AsI4toKIYJyFCe7Q0000,jkobject-vs-main-v1@2026-07-11T23:11:48Z,jkobject_only,False,working_or_historical_not_in_canonical_cleaned_layout,True,True,True,unknown_requires_link_readback,False,False,False,False,catalog_record_requires_structural_readback,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
